encora_id,show_name,tour_name,date,master,nft_status,cast,encora_link
31160,Evita,Regent's Park Open Air Theatre,2019-08-01,hitmewithyourbethshot,2020-01-14,"Marsha Songcome ( Eva Perón), Trent Saunders ( Che), Ektor Rivera ( Perón), Adam Pearce ( Magaldi), Frances Mayli McCann ( Perón's Mistress), Lauren Drew ( Ensemble)",https://encora.it/recordings/31160
1000338,Wicked,Universal Studios Japan (Non-Replica),2006-07-12,JA61NH,Not NFT,"Jillian Giacchi ( Elphaba), Osagi Maki ( Glinda), Kobayashi Atom ( The Wizard)",https://encora.it/recordings/1000338
1000340,Wicked,Universal Studios Japan (Non-Replica),2006-07-22,USJ TV BJFAN,Not NFT,"Gillian Taylor ( Elphaba), Asuka Takahashi ( Glinda), Kobayashi Atom ( The Wizard)",https://encora.it/recordings/1000340
1005541,Wicked,"Chita, Russia (Non-Replica)",2019-10-28,house-cam,Not NFT,"Yulia Sidorovich ( Elphaba), Antonina Nemerova ( Glinda), Denis Denisenko ( Fiyero), Evgeny Dmitriev ( The Wizard)",https://encora.it/recordings/1005541
1005728,Songs for a New World,London Palladium,2020-10-01,hitmewithyourbethshot,2021-02-28,"Rachel John ( Woman 1), Cedric Neal ( Man 1), Rachel Tucker ( Woman 2), David Hunter ( Man 2)",https://encora.it/recordings/1005728
1110141,Company,Third Broadway Revival,2020-03-01,StarCuffedJeans,2021-07-11,"Katrina Lenk ( Bobbie), Patti LuPone ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Etai Benson ( Paul), Jennifer Simard ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Greg Hildreth ( Peter), Nikki Renée Daniels ( Jenny), Christopher Fitzgerald ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Kyle Dean Massey ( Theo), Kathryn Allison ( New Yorker), Stanley Bahorek ( New Yorker), Britney Coleman ( New Yorker), Javier Ignacio ( New Yorker), Matt Wall ( New Yorker), Anisha Nagarajan ( New Yorker)",https://encora.it/recordings/1110141
1110355,We Will Rock You,Acting Against Cancer Virtual Livestream,2021-05-21,pro-shot,Not NFT,"William Nickles ( Galileo), Lauren McCombs ( Scaramouche), Tamika Tyan ( Killer Queen), Jason Cooper ( Khashoggi), Myranda Thomas ( Oz), Landon Sholar ( Brit), Adam Byrd ( Buddy), Hannah Thomas ( Ensemble), Remy Sisk ( Ensemble), Aaron Roitman ( Ensemble), Julie Riehm McGuffey ( Ensemble), Charlie Meredith ( Ensemble), Hannah Lechleiter ( Ensemble), Scott Goodman ( Ensemble), Olivia Duff ( Ensemble), Corie Caudill ( Ensemble), Shelby Brown ( Ensemble)",https://encora.it/recordings/1110355
1112209,Be More Chill,West End,2021-07-01,sandrabanana,2021-11-01,"Gabriel Hinchliffe ( Jeremy Heere), Blake Patrick Anderson ( Michael Mell), Miracle Chance ( Christine Canigula), Stewart Clarke ( The SQUIP), Eve Norris ( Brooke Lohst), Millie O'Connell ( Chloe Valentine), Renée Lamb ( Jenna Rolan), Miles Paloma ( Jake Dillinger), James Hameed ( Rich Goranski), Christopher Fry ( Mr. Heere), Christopher Fry ( Mr. Reyes), Christopher Fry ( Scary Stockboy)",https://encora.it/recordings/1112209
1112801,Be More Chill,West End,2021-07-01,soulofamanstepone,Not NFT,"Scott Folan ( Jeremy Heere), Blake Patrick Anderson ( Michael Mell), Miracle Chance ( Christine Canigula), Stewart Clarke ( The SQUIP), Eloise Davies ( Brooke Lohst), Millie O'Connell ( Chloe Valentine), Renée Lamb ( Jenna Rolan), Miles Paloma ( Jake Dillinger), James Hameed ( Rich Goranski), Christopher Fry ( Mr. Heere), Christopher Fry ( Mr. Reyes), Christopher Fry ( Scary Stockboy)",https://encora.it/recordings/1112801
1113395,Be More Chill,West End,2021-09-01,hadesishere,Not NFT,"Scott Folan ( Jeremy Heere), Gabriel Hinchliffe ( Michael Mell), Miracle Chance ( Christine Canigula), Stewart Clarke ( The SQUIP), Eloise Davies ( Brooke Lohst), Grace Mouat ( Chloe Valentine), Nathania Ong ( Jenna Rolan), Miles Paloma ( Jake Dillinger), James Hameed ( Rich Goranski), Christopher Fry ( Mr. Heere), Christopher Fry ( Mr. Reyes), Christopher Fry ( Scary Stockboy)",https://encora.it/recordings/1113395
1113396,Be More Chill,West End,2021-09-01,hadesishere,Not NFT,"Scott Folan ( Jeremy Heere), Blake Patrick Anderson ( Michael Mell), Miracle Chance ( Christine Canigula), Stewart Clarke ( The SQUIP), Eloise Davies ( Brooke Lohst), Grace Mouat ( Chloe Valentine), Nathania Ong ( Jenna Rolan), Miles Paloma ( Jake Dillinger), James Hameed ( Rich Goranski), Christopher Fry ( Mr. Heere), Christopher Fry ( Mr. Reyes), Christopher Fry ( Scary Stockboy)",https://encora.it/recordings/1113396
1115928,Fun Home,The Company Theatre,2021-10-01,Em,Not NFT,"Aimee Doherty ( Alison), Jaclyn Chylunkski ( Medium Alison), Riley Crockett ( Small Alison), Michael Hammond ( Bruce), Amy Barker ( Helen), Melissa Carubia ( Joan)",https://encora.it/recordings/1115928
1116647,The Wizard and I: The Musical Journey of Stephen Schwartz,Carnegie Hall,2013-04-12,smokeline,Not NFT,"Jeremy Jordan ( Performer), Norm Lewis ( Performer), Julia Murney ( Performer), Jennifer Laura Thompson ( Performer)",https://encora.it/recordings/1116647
1116765,Wicked,Broadway,2021-09-01,StarCuffedJeans,2022-04-01,"Jennifer DiNoia ( Elphaba), Ginna Claire Mason ( Glinda), Sam Gravitte ( Fiyero), Michael McCormick ( The Wizard), Christianne Tisdale ( Madame Morrible), Mili Diaz ( Nessarose), Riley Costello ( Boq), Michael X. Martin ( Doctor Dillamond), Chase Madigan ( Chistery), Micaela Martinez ( Midwife), Sterling Masters ( Witch's Mother), William Ryall ( Witch's Father), William Ryall ( Ozian Official), Jeremy Thompson ( Ensemble), Travis Taber ( Ensemble), Emily Rogers ( Ensemble), Lindsay K. Northen ( Ensemble), Jo'Nathan Michael ( Ensemble), Matt Meigs ( Ensemble), Courtney Iventosch ( Ensemble), Celia Hottenstein ( Ensemble), Jeff Heimbrock ( Ensemble), Josh Daniel Green ( Ensemble), Dan Gleason ( Ensemble), Hannah Florence ( Ensemble), Teneise Mitchell Ellis ( Ensemble), Meg Doherty ( Ensemble), Randy Castillo ( Ensemble), Larkin Bogan ( Ensemble), Alex Aquilino ( Ensemble), Ioana Alfonso ( Ensemble)",https://encora.it/recordings/1116765
1117669,Bedknobs and Broomsticks,UK Tour,2021-10-01,hadesishere,Not NFT,"Dianne Pilkington ( Eglantine Price), Sam Lupton ( Emelius Browne), Conor O'Hara ( Charlie Rawlins), Jacqui Dubois ( Mrs. Hobday), Susannah Van Den Berg ( Mrs. Mason), Nathaniel Morrison ( Norton), Mark Anderson ( Sherman), Matthew Elliot-Campbell ( King Leonidas), Jonathan Cobb ( Angela), Jessica Aubrey ( Ensemble), Vinnie Monachello ( Ensemble), Georgie Buckland ( Ensemble)",https://encora.it/recordings/1117669
1117673,"The Lion, the Witch and the Wardrobe (Cookson)",First UK Tour,2021-11-01,hadesishere,Not NFT,"Ammar Duffus ( Peter Pevensie), Robyn Sinclair ( Susan Pevensie), Shaka Kalokoh ( Edmund Pevensie), Karise Yansen ( Lucy Pevensie), Chris Jared ( Aslan), Samantha Womack ( White Witch), Samantha Womack ( Mrs. Macready), Jez Unwin ( Mr. Tumnus), Sam Buttery ( Mr. Beaver), Christina Tedders ( Mrs. Beaver), Johnson Willis ( Professor Kirk), Michael Ahomka-Lindsay ( Maugrim), Rachel Dawson ( Blue Badger), Scott Brooks ( Fox Trot), Oliver Bingham ( March Hare), Rachel Dawson ( Spirit Of The Moon), Rachel Dawson ( Miss Chutney), Johnson Willis ( White Mouse), Grace Wylde ( Robin), Kate Parr ( Phoenix), Oliver Grant ( Mr. Wilson), Oliver Grant ( Schrodinger), Scott Brooks ( Mr. Pope), Oliver Grant ( Red Squirrel), Matthew James Hinchliffe ( Mr. Marsden), Grace Wylde ( Mrs. Pevensie), Oliver Grant ( Head Cruel), Michael Ahomka-Lindsay ( White Stag), Matthew James Hinchliffe ( Mauve Mole), Kate Parr ( Miss Gumley-Warmley), Oliver Bingham ( Mr. Brinkworth), Grace Wylde ( Gryphon), Johnson Willis ( Father Christmas), Michael Ahomka-Lindsay ( Satyr), Michael Ahomka-Lindsay ( Soldier), Shaun McCourt ( Mr. Granville), Shaun McCourt ( Jack Rabbit), Johnson Willis ( Wise Owl), Oliver Grant ( Aslan Puppeteer), Oliver Bingham ( Aslan Puppeteer)",https://encora.it/recordings/1117673
1118203,Company,Third Broadway Revival,2021-12-09,Today4UTomorrow4Netflix,Not NFT,"Katrina Lenk ( Bobbie), Patti LuPone ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Etai Benson ( Paul), Jennifer Simard ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Tally Sessions ( Peter), Nikki Renée Daniels ( Jenny), Christopher Fitzgerald ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Manu Narayan ( Theo), Kathryn Allison ( New Yorker), Britney Coleman ( New Yorker), Jacob Dickey ( New Yorker), Javier Ignacio ( New Yorker), Anisha Nagarajan ( New Yorker), Heath Saunders ( New Yorker)",https://encora.it/recordings/1118203
1118220,Wicked,Hamburg (Non-Replica),2021-12-01,hitmewithyourbethshot,2022-04-22,"Vajèn van den Bosch ( Elphaba), Martina Lechner ( Glinda), Naidjim Severina ( Fiyero), Frank Logemann ( The Wizard), Susanne-Elisabeth Walbaum ( Madame Morrible), Pamina Lenn ( Nessarose), Jan Rogler ( Boq), Dejan Brkic ( Doctor Dillamond)",https://encora.it/recordings/1118220
1118323,Magic Goes Wrong,First UK Tour,2021-11-18,Tideslowebb,2022-05-30,"Ishbel Cumming ( Spitzmaus), Valerie Cutko ( Eugenia), Kiefer Moriarty-Short ( The Blade), Rory Fairbairn ( Mind Mangler), Daniel Anthony ( Mickey), Sam Hill ( Sophisticato), Chloe Tannenbaum ( Bär)",https://encora.it/recordings/1118323
1118532,The Jungle Book,Watermill Theatre,2021-12-01,pro-shot,Not NFT,"Karishma Young ( Mowgli), Rowena Lennon ( Baloo), Peter Ashmore ( Shere Khan), Philippa Hogg ( Bagheera), Alexander Bean ( Kaa), Alexander Bean ( Councilor Wolf), Guido Garcia Leuches ( Tabaqui), Rowena Lennon ( Recorder), Guido Garcia Leuches ( Ukulele), Alexander Bean ( Drum Kit), Alexander Bean ( Percussion), Peter Ashmore ( Violin), Philippa Hogg ( Violin), Philippa Hogg ( Keys), Guido Garcia Leuches ( Keys), Alexander Bean ( Keys), Rowena Lennon ( Keys), Peter Ashmore ( Keys), Karishma Young ( Keys)",https://encora.it/recordings/1118532
1119015,Company,Third Broadway Revival,2021-12-01,StarCuffedJeans,2022-07-01,"Katrina Lenk ( Bobbie), Patti LuPone ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Etai Benson ( Paul), Jennifer Simard ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Greg Hildreth ( Peter), Nikki Renée Daniels ( Jenny), Christopher Fitzgerald ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Manu Narayan ( Theo), Kathryn Allison ( New Yorker), Britney Coleman ( New Yorker), Jacob Dickey ( New Yorker), Javier Ignacio ( New Yorker), Anisha Nagarajan ( New Yorker), Heath Saunders ( New Yorker)",https://encora.it/recordings/1119015
1119678,Ride The Cyclone,Off-Broadway,2016-01-01,house-cam,Not NFT,"Karl Hamilton ( The Amazing Karnak), Tiffany Tatreau ( Ocean O'Connell Rosenberg), Kholby Wardell ( Noel Gruber), Gus Halper ( Mischa Bachinski), Alex Wyse ( Ricky Potts), Emily Rohm ( Jane Doe), Lillian Castillo ( Constance Blackwood)",https://encora.it/recordings/1119678
1120599,A.D. 16,Olney Theatre,2022-02-01,TheatreCouple14,Not NFT,"Phoenix Best ( Mary), Ben Fankhauser ( Jesus), Kelli Blackwell ( Diana), Alan H. Green ( Jacob), Jade Jones ( Jessica), Jared Loftin ( Nicholas), Adelina Mitchell ( Ruth), Christian Montgomery ( Bartimaeus), Calvin McCullough ( Mattias), Da'Von T. Moody ( Simeon), Chani Wereley ( Esther), Kanysha Williams ( Ensemble), Alex De Bard ( Ensemble), Sylvern Groomes Jr. ( Ensemble), RJ Pavel ( Ensemble), John Sygar ( Ensemble)",https://encora.it/recordings/1120599
1120725,Be More Chill,Manly Musical Society,2018-03-01,pro-shot,Not NFT,"Luke Arthur ( Jeremy Heere), Harrison Riley ( Michael Mell), Rachael Mayrick ( Christine Canigula), Keira Connelly ( The SQUIP), Laura Banning ( Brooke Lohst), Charlize Spillane ( Chloe Valentine), Molly McCrann ( Jenna Rolan), Matt Shepherd ( Jake Dillinger), Chris O'Shea ( Rich Goranski), Steven Burns ( Mr. Heere), Hannah Gibbins ( Mrs. Reyes), Lindford Gilmour ( Scary Stockboy), Tazmin Harper ( Ensemble), Isabelle Kohout ( Ensemble), Roman Vournelis ( Ensemble)",https://encora.it/recordings/1120725
1121037,A.D. 16,Olney Theatre,2022-02-01,TheatreCouple14,Not NFT,"Phoenix Best ( Mary), Ben Fankhauser ( Jesus), Kelli Blackwell ( Diana), Alan H. Green ( Jacob), Jade Jones ( Jessica), Jared Loftin ( Nicholas), Adelina Mitchell ( Ruth), Christian Montgomery ( Bartimaeus), Calvin McCullough ( Mattias), Da'Von T. Moody ( Simeon), Chani Wereley ( Esther), Alex De Bard ( Ensemble), Sylvern Groomes Jr. ( Ensemble), RJ Pavel ( Ensemble), John Sygar ( Ensemble), Kanysha Williams ( Ensemble)",https://encora.it/recordings/1121037
1121046,Willemijn Verkaik in Concert,54 Below,2015-08-28,elphabatized21,Not NFT,"Willemijn Verkaik ( Performer), Rachel Tucker ( Performer), Stephen Schwartz ( Performer)",https://encora.it/recordings/1121046
1121568,Company,Third Broadway Revival,2022-02-15,juniper47,Not NFT,"Katrina Lenk ( Bobbie), Patti LuPone ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Etai Benson ( Paul), Jennifer Simard ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Greg Hildreth ( Peter), Nikki Renée Daniels ( Jenny), Christopher Fitzgerald ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Manu Narayan ( Theo), Anisha Nagarajan ( New Yorker), Britney Coleman ( New Yorker), Kathryn Allison ( New Yorker), Jacob Dickey ( New Yorker), Javier Ignacio ( New Yorker), Heath Saunders ( New Yorker)",https://encora.it/recordings/1121568
1121776,Company,Third Broadway Revival,2022-02-23,juniper47,Not NFT,"Katrina Lenk ( Bobbie), Patti LuPone ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Jacob Dickey ( Paul), Jennifer Simard ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Greg Hildreth ( Peter), Nikki Renée Daniels ( Jenny), Nicholas Rodriguez ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Manu Narayan ( Theo), Anisha Nagarajan ( New Yorker), Britney Coleman ( New Yorker), Kathryn Allison ( New Yorker), Matt Wall ( New Yorker), Javier Ignacio ( New Yorker), Heath Saunders ( New Yorker)",https://encora.it/recordings/1121776
1122462,Company,Third Broadway Revival,2022-03-03,juniper47,Not NFT,"Katrina Lenk ( Bobbie), Jennifer Simard ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Etai Benson ( Paul), Kathryn Allison ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Greg Hildreth ( Peter), Britney Coleman ( Jenny), Christopher Fitzgerald ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Manu Narayan ( Theo), Anisha Nagarajan ( New Yorker), Jacob Dickey ( New Yorker), Javier Ignacio ( New Yorker), Heath Saunders ( New Yorker)",https://encora.it/recordings/1122462
1122463,Company,Third Broadway Revival,2022-03-05,juniper47,Not NFT,"Katrina Lenk ( Bobbie), Jennifer Simard ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Etai Benson ( Paul), Kathryn Allison ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Greg Hildreth ( Peter), Britney Coleman ( Jenny), Christopher Fitzgerald ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Manu Narayan ( Theo), Anisha Nagarajan ( New Yorker), Jacob Dickey ( New Yorker), Javier Ignacio ( New Yorker), Heath Saunders ( New Yorker)",https://encora.it/recordings/1122463
1122674,Company,Third Broadway Revival,2022-03-10,juniper47,Not NFT,"Katrina Lenk ( Bobbie), Patti LuPone ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Etai Benson ( Paul), Jennifer Simard ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Greg Hildreth ( Peter), Nikki Renée Daniels ( Jenny), Christopher Fitzgerald ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Manu Narayan ( Theo), Anisha Nagarajan ( New Yorker), Britney Coleman ( New Yorker), Kathryn Allison ( New Yorker), Jacob Dickey ( New Yorker), Javier Ignacio ( New Yorker), Heath Saunders ( New Yorker)",https://encora.it/recordings/1122674
1124913,"The Lion, the Witch and the Wardrobe (Cookson)",First UK Tour,2022-04-01,sandrabanana,2022-09-01,"Ammar Duffus ( Peter Pevensie), Robyn Sinclair ( Susan Pevensie), Shaka Kalokoh ( Edmund Pevensie), Karise Yansen ( Lucy Pevensie), Chris Jared ( Aslan), Samantha Womack ( White Witch), Samantha Womack ( Mrs. Macready), Jez Unwin ( Mr. Tumnus), Sam Buttery ( Mr. Beaver), Christina Tedders ( Mrs. Beaver), Johnson Willis ( Professor Kirk), Michael Ahomka-Lindsay ( Maugrim), Rachel Dawson ( Blue Badger), Scott Brooks ( Fox Trot), Oliver Bingham ( March Hare), Rachel Dawson ( Spirit Of The Moon), Rachel Dawson ( Miss Chutney), Johnson Willis ( White Mouse), Grace Wylde ( Robin), Kate Parr ( Phoenix), Oliver Grant ( Mr. Wilson), Oliver Grant ( Schrodinger), Scott Brooks ( Mr. Pope), Oliver Grant ( Red Squirrel), Matthew James Hinchliffe ( Mr. Marsden), Grace Wylde ( Mrs. Pevensie), Oliver Grant ( Head Cruel), Michael Ahomka-Lindsay ( White Stag), Matthew James Hinchliffe ( Mauve Mole), Kate Parr ( Miss Gumley-Warmley), Oliver Bingham ( Mr. Brinkworth), Grace Wylde ( Gryphon), Johnson Willis ( Father Christmas), Michael Ahomka-Lindsay ( Satyr), Michael Ahomka-Lindsay ( Soldier), Shaun McCourt ( Mr. Granville), Shaun McCourt ( Jack Rabbit), Johnson Willis ( Wise Owl), Oliver Bingham ( Aslan Puppeteer), Oliver Grant ( Aslan Puppeteer), Shaun McCourt ( Aslan Puppeteer)",https://encora.it/recordings/1124913
1127030,Stephen Sondheim's Old Friends,West End Concert,2022-05-03,Jagweed,2022-11-26,"Josefina Gabrielle ( Performer), Charlie Stemp ( Performer), Gary Wilmot ( Performer), Michael D. Xavier ( Performer), Shan Ako ( Performer), Christine Allado ( Performer), Holly-Anne Hull ( Performer), Ashley Campbell ( Performer), Anna-Jane Casey ( Performer), Desmonda Cathabel ( Performer), Imelda Staunton ( Performer), Louis Gaunt ( Performer), Amy Griffiths ( Performer), Rob Houchen ( Performer), Bradley Jaden ( Performer), Ian McLarnon ( Performer), Jeremy Secomb ( Performer), Jordan Shaw ( Performer), Matthew White ( Performer), Bonnie Langford ( Performer), Helena Bonham Carter ( Performer), Rob Brydon ( Performer), Petula Clark ( Performer), Rosalie Craig ( Performer), Janie Dee ( Performer), Judi Dench ( Performer), Daniel Evans ( Performer), Maria Friedman ( Performer), Haydn Gwynne ( Performer), Michael Ball ( Performer), Damian Lewis ( Performer), Julia McKenzie ( Performer), Julian Ovenden ( Performer), Bernadette Peters ( Performer), Siân Phillips ( Performer), Jon Robyns ( Performer), Clive Rowe ( Performer), Jenna Russell ( Performer)",https://encora.it/recordings/1127030
1128855,Company,Third Broadway Revival,2022-07-31,shadowinherlight,Not NFT,"Katrina Lenk ( Bobbie), Patti LuPone ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Etai Benson ( Paul), Jennifer Simard ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Greg Hildreth ( Peter), Nikki Renée Daniels ( Jenny), Christopher Fitzgerald ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Manu Narayan ( Theo)",https://encora.it/recordings/1128855
1128883,Company,Third Broadway Revival,2022-07-31,juniper47,Not NFT,"Katrina Lenk ( Bobbie), Patti LuPone ( Joanne), Terence Archie ( Larry), Matt Doyle ( Jamie), Etai Benson ( Paul), Jennifer Simard ( Sarah), Christopher Sieber ( Harry), Rashidra Scott ( Susan), Greg Hildreth ( Peter), Nikki Renée Daniels ( Jenny), Christopher Fitzgerald ( David), Claybourne Elder ( Andy), Bobby Conte Thornton ( PJ), Manu Narayan ( Theo), Kathryn Allison ( New Yorker), Britney Coleman ( New Yorker), Jacob Dickey ( New Yorker), Javier Ignacio ( New Yorker), Anisha Nagarajan ( New Yorker), Heath Saunders ( New Yorker)",https://encora.it/recordings/1128883
1129361,Beauty and the Beast (Disney),UK & Ireland Tour,2022-08-09,soulofamanstepone,2022-09-10,"Grace Swaby-Moore ( Belle), Shaq Taylor ( Beast), Rhys West ( Gaston), Thomas-Lee Kidd ( Maurice), Alyn Hawke ( Lumière), Nigel Richards ( Cogsworth), Sam Bailey ( Mrs. Potts), Emma Caffrey ( Babette), Samantha Bingley ( Madame de la Grande Bouche), Liam Buckland ( Le Fou), Sekhani Dumezweni ( Chip)",https://encora.it/recordings/1129361
1131396,The Kite Runner,Broadway,2022-09-02,AwkwardJewishTheatreNerd,Not NFT,"Amir Arison ( Amir), Faran Tahir ( Baba), Danish Farooqi ( Wali), Azita Ghanizada ( Soraya), Evan Zes ( Ali), Evan Zes ( Farid), Eric Sirakian ( Sohrab), Eric Sirakian ( Hassan), Haris Pervaz ( Assef), Dariush Kashani ( Rahim Khan), Beejan Land ( Kamal), Christine Mirzayan ( Andrews), Christine Mirzayan ( Wife), Christine Mirzayan ( Pomegrante Lady), Beejan Land ( Radio Announcer), Beejan Land ( Husband), Beejan Land ( Zaman), Danish Farooqi ( Pakistani Doctor), Danish Farooqi ( Guard), Dariush Kashani ( Omar Faisal), Dariush Kashani ( Dr. Schneider), Joe Joseph ( Merchant), Joe Joseph ( Russian Soldier #1), Dariush Kashani ( Russian Soldier #2), Houshang Touzie ( General Taheri), Salar Nader ( Tabla Artist)",https://encora.it/recordings/1131396
1138694,The Color Purple,UK Tour,2022-10-06,soulofamanstepone,Not NFT,"Me'sha Bryan ( Celie), Rosemary Nkrumah ( Shug Avery), Anelisa Lamola ( Sofia), Ako Mitchell ( Mister), Ahmed Hamad ( Harpo), Aaliyah Zhane ( Nettie), Jimand Alotey ( Squeak), KM Drew Boateng ( Pa), Kyle Birch ( Bobby), Mcallam Conell ( Grady), Kyle Birch ( Buster), Kayla Carter ( Church Lady Darlene), Danielle Kassaraté ( Church Lady Doris), Esme Laudat ( Church Lady Jarene), Anelisa Lamola ( Church Soloist), Mcallam Conell ( Preacher), Neil Patteson ( Ol' Mister), KM Drew Boateng ( Church Tambourinist)",https://encora.it/recordings/1138694
1141306,"The Lion, the Witch and the Wardrobe (Cookson)",West End,2022-09-01,ShakeATradeFeather,Not NFT,"Ammar Duffus ( Peter Pevensie), Robyn Sinclair ( Susan Pevensie), Shaka Kalokoh ( Edmund Pevensie), Delainey Hayles ( Lucy Pevensie), Chris Jared ( Aslan), Rachel Dawson ( White Witch), Jez Unwin ( Mr. Tumnus), Julian Hoult ( Mr. Beaver), Christina Tedders ( Mrs. Beaver), Johnson Willis ( Professor Kirk), Emmanuel Ogunjinmi ( Maugrim), Jasmin Colangelo ( Blue Badger), Scott Brooks ( Fox Trot), Sean Lopeman ( March Hare), Jasmin Colangelo ( Spirit Of The Moon), Jasmin Colangelo ( Miss Chutney), Johnson Willis ( White Mouse), Micha Richardson ( Robin), Charlotte-Kate Warren ( Phoenix), Oliver Grant ( Mr. Wilson), Oliver Grant ( Schrodinger), Scott Brooks ( Mr. Pope), Oliver Grant ( Red Squirrel), Matthew James Hinchliffe ( Mr. Marsden), Micha Richardson ( Mrs. Pevensie), Oliver Grant ( Head Cruel), Emmanuel Ogunjinmi ( White Stag), Matthew James Hinchliffe ( Mauve Mole), Charlotte-Kate Warren ( Miss Gumley-Warmley), Sean Lopeman ( Mr. Brinkworth), Johnson Willis ( Father Christmas), Emmanuel Ogunjinmi ( Satyr), Emmanuel Ogunjinmi ( Soldier), Shaun McCourt ( Mr. Granville), Shaun McCourt ( Jack Rabbit), Johnson Willis ( Wise Owl), Oliver Grant ( Aslan Puppeteer), Sean Lopeman ( Aslan Puppeteer), Shaun McCourt ( Aslan Puppeteer)",https://encora.it/recordings/1141306
1147910,Wicked,Broadway,2022-02-01,StarCuffedJeans,2024-03-01,"Lindsay Heather Pearce ( Elphaba), Brittney Johnson ( Glinda), Sam Gravitte ( Fiyero), Michael McCormick ( The Wizard), Sharon Sachs ( Madame Morrible), Mili Diaz ( Nessarose), Jordan Barrow ( Boq), Michael X. Martin ( Doctor Dillamond), Chase Madigan ( Chistery), Christianne Tisdale ( Midwife), Gabriela M. Soto ( Witch's Mother), Peter C Ermides ( Witch's Father), Peter C Ermides ( Ozian Official), Alicia Albright ( Ensemble), Jenny Florkowski ( Ensemble), Alison Jantzie ( Ensemble), Dashi Mitchell ( Ensemble), Nicky Venditti ( Ensemble)",https://encora.it/recordings/1147910
